customer_id,order_id,month_order,unit_price_clean,quantity_clean,net_revenue,margin,discount_pct,product_id,category,unit_cost,store_id,store_name,region,campaign_id,campaign_name,budget,duration_days,start_date,end_date,stock_on_hand
107,1542,7,987.96,2,1975.92,48.97,0.00,10,"Home Office",504.14,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,110
107,1044,4,987.96,6,5927.76,48.97,0.00,10,"Home Office",504.14,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,64
107,1542,7,308.95,2,525.22,18.27,15.00,9,"Home Office",214.62,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,100
107,1044,4,578.63,3,1388.71,39.21,20.00,8,Electronics,281.38,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,6
107,1044,4,279.16,4,893.31,47.28,20.00,3,Electronics,117.74,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,83
108,1162,4,494.95,1,470.20,34.13,5.00,21,Fitness,309.71,11,"Store 11",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,10
108,1162,4,372.01,6,2232.06,40.16,0.00,17,Kitchen,222.61,11,"Store 11",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,147
108,1162,4,109.54,4,438.16,55.08,0.00,13,"Home Office",49.21,11,"Store 11",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,118
108,1216,2,987.96,6,5038.60,39.97,15.00,10,"Home Office",504.14,8,"Store 8",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,182
109,1512,5,79.09,3,225.41,29.78,5.00,27,Beauty,52.76,12,"Store 12",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,31
109,1512,5,355.18,1,355.18,55.74,0.00,22,Fitness,157.20,12,"Store 12",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,181
109,1512,5,730.73,2,1315.31,25.97,10.00,14,"Home Office",486.88,12,"Store 12",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,140
109,1512,5,578.63,4,2314.52,51.37,0.00,8,Electronics,281.38,12,"Store 12",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,6
109,1459,6,337.59,1,337.59,41.42,0.00,1,Electronics,197.77,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,102
110,1568,2,79.09,6,379.63,16.61,20.00,27,Beauty,52.76,1,"Store 1",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,141
110,1323,3,79.09,1,67.23,21.52,15.00,27,Beauty,52.76,7,"Store 7",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,173
110,1568,2,1090.83,5,5454.15,31.93,0.00,26,Beauty,742.48,1,"Store 1",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,96
110,1232,7,494.95,4,1781.82,30.47,10.00,21,Fitness,309.71,10,"Store 10",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,84
110,1568,2,932.63,2,1772.00,47.14,5.00,15,Kitchen,468.32,1,"Store 1",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,68
110,1323,3,308.95,2,556.11,22.81,10.00,9,"Home Office",214.62,7,"Store 7",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,30
110,1568,2,279.16,3,669.98,47.28,20.00,3,Electronics,117.74,1,"Store 1",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,192
110,1232,7,337.59,6,2025.54,41.42,0.00,1,Electronics,197.77,10,"Store 10",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,16
111,1043,5,1090.83,5,5181.44,28.35,5.00,26,Beauty,742.48,6,"Store 6",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,10
111,1047,3,494.95,3,1187.88,21.78,20.00,21,Fitness,309.71,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,10
111,1047,3,185.84,5,929.20,42.49,0.00,12,"Home Office",106.88,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,1
111,1047,3,987.96,4,3754.25,46.29,5.00,10,"Home Office",504.14,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,110
111,1047,3,308.95,5,1544.75,30.53,0.00,9,"Home Office",214.62,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,100
111,1345,2,768.34,3,2074.52,27.65,10.00,6,Electronics,500.28,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,63
112,1052,3,355.18,4,1420.72,55.74,0.00,22,Fitness,157.20,3,"Store 3",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,77
112,1052,3,215.19,6,1291.14,62.00,0.00,20,Fitness,81.78,3,"Store 3",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,172
113,1519,1,531.47,3,1355.25,36.77,15.00,28,Beauty,285.65,15,"Store 15",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,151
113,1004,5,1137.53,4,4550.12,56.69,0.00,18,Kitchen,492.68,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,9
113,1004,5,987.96,5,4939.80,48.97,0.00,10,"Home Office",504.14,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,64
113,1551,2,308.95,1,308.95,30.53,0.00,9,"Home Office",214.62,8,"Store 8",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,53
113,1166,3,279.16,3,711.86,50.38,15.00,3,Electronics,117.74,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,150
113,1551,2,1176.77,2,2235.86,28.10,5.00,2,Electronics,803.79,8,"Store 8",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,163
113,1166,3,1176.77,4,4001.02,19.64,15.00,2,Electronics,803.79,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,70
114,1068,7,999.00,5,4995.00,39.94,0.00,30,Electronics,600.00,7,"Store 7",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,81
114,1082,5,1090.83,6,6217.73,28.35,5.00,26,Beauty,742.48,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,178
114,1082,5,987.96,4,3951.84,48.97,0.00,10,"Home Office",504.14,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,110
114,1024,6,1048.28,4,3983.46,38.99,5.00,7,Electronics,607.61,7,"Store 7",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,7
114,1024,6,1176.77,6,7060.62,31.70,0.00,2,Electronics,803.79,7,"Store 7",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,33
115,1174,3,999.00,3,2997.00,39.94,0.00,30,Electronics,600.00,13,"Store 13",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,83
115,1174,3,372.01,1,372.01,40.16,0.00,17,Kitchen,222.61,13,"Store 13",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,48
115,1090,2,362.44,6,1957.18,34.95,10.00,16,Kitchen,212.18,9,"Store 9",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,190
115,1174,3,109.54,5,520.32,52.71,5.00,13,"Home Office",49.21,13,"Store 13",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,101
115,1218,3,185.84,4,743.36,42.49,0.00,12,"Home Office",106.88,11,"Store 11",West,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,1
115,1090,2,987.96,5,4939.80,48.97,0.00,10,"Home Office",504.14,9,"Store 9",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,141
115,1218,3,768.34,4,3073.36,34.89,0.00,6,Electronics,500.28,11,"Store 11",West,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,63
116,1075,4,1137.53,5,5687.65,56.69,0.00,18,Kitchen,492.68,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,9
117,1380,3,1090.83,2,1745.33,14.92,20.00,26,Beauty,742.48,10,"Store 10",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,100
117,1380,3,323.46,5,1374.71,55.00,15.00,19,Kitchen,123.72,10,"Store 10",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,77
117,1417,4,362.44,4,1159.81,26.82,20.00,16,Kitchen,212.18,6,"Store 6",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,88
117,1417,4,362.44,1,362.44,41.46,0.00,16,Kitchen,212.18,6,"Store 6",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,88
117,1417,4,362.44,1,362.44,41.46,0.00,16,Kitchen,212.18,6,"Store 6",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,88
117,1417,4,768.34,3,1844.02,18.61,20.00,6,Electronics,500.28,6,"Store 6",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,87
118,1230,6,494.95,1,420.71,26.38,15.00,21,Fitness,309.71,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,2
118,1404,7,494.95,4,1583.84,21.78,20.00,21,Fitness,309.71,8,"Store 8",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,166
118,1404,7,1137.53,3,3241.96,54.41,5.00,18,Kitchen,492.68,8,"Store 8",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,45
118,1230,6,362.44,5,1721.59,38.38,5.00,16,Kitchen,212.18,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,88
118,1230,6,768.34,4,2766.02,27.65,10.00,6,Electronics,500.28,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,87
119,1133,3,1090.83,6,5563.23,19.92,15.00,26,Beauty,742.48,2,"Store 2",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,162
119,1557,3,215.19,4,860.76,62.00,0.00,20,Fitness,81.78,2,"Store 2",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,53
119,1557,3,215.19,6,1291.14,62.00,0.00,20,Fitness,81.78,2,"Store 2",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,53
119,1557,3,932.63,6,5595.78,49.79,0.00,15,Kitchen,468.32,2,"Store 2",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,11
119,1133,3,109.54,6,657.24,55.08,0.00,13,"Home Office",49.21,2,"Store 2",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,129
119,1557,3,695.81,1,591.44,26.52,15.00,11,"Home Office",434.59,2,"Store 2",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,69
119,1371,3,851.96,6,5111.76,59.94,0.00,4,Electronics,341.32,14,"Store 14",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,157
119,1133,3,279.16,5,1186.43,50.38,15.00,3,Electronics,117.74,2,"Store 2",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,189
120,1488,7,1109.30,5,4991.85,26.10,10.00,24,Fitness,737.83,8,"Store 8",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,75
